"","genes","logFC","logCPM","F","PValue","FDR"
"35343","TRIM7",1.45606958318319,2.24653395137809,9.11536824875261,0.00627949835441766,0.0255266352233582
"18141","ENSG00000269290.1",-1.1032347756664,-1.5950680166129,9.11487629737577,0.00628068835363267,0.0255270291657818
"4389","CYSLTR2",-0.86377200380647,0.901708613180422,9.10763100924644,0.00629824309690555,0.0255808724170937
"19737","FAXC",-1.30156574708583,2.0766351605144,9.10379144334303,0.00630756799587508,0.0256121586562987
"17443","ENSG00000267045.1",0.804418968598736,-0.384461450143139,9.0984047987912,0.00632067587110932,0.0256543804643431
"4374","CYP4F3",1.16597507529005,2.6100002367111,9.09770152605071,0.00632238943411144,0.025656936896227
"20636","GJA4",1.09469245122162,2.23751580711992,9.09632665864825,0.00632574085559474,0.0256630063356745
"26407","MIR4720",0.901743842672178,-1.56022915812006,9.09619864382233,0.00632605300844758,0.0256630063356745
"13073","ENSG00000253618.1",0.668739948274176,-0.431190570861791,9.0910121660579,0.00633871408266069,0.0257011570315108
"31884","SCRN1",0.770646247541965,5.79965923549808,9.08797454050825,0.0063461424261086,0.0257132233215921
"33793","ST6GALNAC1",-1.07587209325318,7.05609588079286,9.08762805777262,0.00634699034044296,0.0257132233215921
"20811","GOLGA6L4",-0.900736615377386,-1.22123462286987,9.08736931362395,0.00634762362199449,0.0257132233215921
"3433","CHRDL2",2.20765005170807,0.873342130694181,9.08713116374239,0.00634820656028325,0.0257132233215921
"32743","SLCO4C1",-1.22622760126362,0.52945885957711,9.08054013092629,0.0063643634180661,0.0257654418472495
"12597","ENSG00000251018.2",0.948589075240273,-0.374361917007681,9.07951559074272,0.00636687898632845,0.0257712190120236
"4362","CYP3A5",-0.759674799753696,6.18984757690935,9.07402374451456,0.00638038191335659,0.0258214601365329
"5180","DYX1C1",0.99026020062495,-0.615333114371625,9.0734453172021,0.00638180594425137,0.0258228090463427
"29601","PLA2G3",1.75973862375154,-0.480829686486277,9.07255174550307,0.00638400651896936,0.0258272991005809
"36343","WFS1",1.02188737082509,5.06211205395472,9.07032820889901,0.00638948599730694,0.02584439836372
"27191","MSANTD3-TMEFF1",0.670791214130383,2.2630011373959,9.06785108463599,0.00639559650618561,0.0258532044343007
"16513","ENSG00000261801.1",0.735167651932352,1.26477654327736,9.06776192267955,0.00639581656890015,0.0258532044343007
"34424","TESPA1",-1.2388532342938,1.48858487558442,9.06774034108894,0.00639586983618582,0.0258532044343007
"33692","SRI",-0.915930423583002,6.69477740314965,9.06536861691472,0.00640172666656031,0.0258680455420405
"34033","SYBU",0.68436928385645,4.1245177087298,9.05775655317957,0.00642056421891824,0.0259353110190905
"15082","ENSG00000259251.2",0.988915919252916,-1.17397929884442,9.05139780267837,0.00643634709937564,0.0259813329203271
"3181","CDR1",-1.21786968721264,3.2070286719327,9.05086062964665,0.00643768236185304,0.0259822928600189
"7167","ENSG00000226812.1",1.35021316007562,2.40787877773698,9.04861653683228,0.0064432638584413,0.0260003872249187
"18828","ENSG00000272091.1",-0.720190533023725,1.88920651545627,9.04785623708737,0.00644515608324328,0.0260035907073593
"18109","ENSG00000269091.1",0.877466644878257,-0.912575180532493,9.04386275471147,0.0064551050895746,0.0260259899515801
"31456","RPL35",0.599107292046336,7.76407848758558,9.04323844223725,0.0064566619774659,0.0260278345507416
"33878","STK32A",-2.01556617887969,-1.53836140638183,9.04121689148517,0.00646170609184281,0.0260437336949912
"11137","ENSG00000241666.2",-1.17760643890934,0.826260594915114,9.04065410924346,0.0064631111034123,0.0260447796702082
"8317","ENSG00000230408.3",0.79961387729743,3.49224525391256,9.04023173513219,0.00646416580114651,0.0260447796702082
"36749","ZMYND15",1.02116965332686,0.67072448081506,9.038906556339,0.00646747609845292,0.0260536832790323
"5127","DUSP2",1.25779614001468,3.57922393946307,9.03671313980505,0.00647295936592822,0.0260713359966571
"5033","DPY19L2",-1.32848650698531,0.881716149484442,9.03551023477092,0.00647596865657056,0.0260781752779838
"556","ALDH1B1",1.03835341615588,6.43123136885881,9.03110365318151,0.0064870057352503,0.026105704705431
"33289","SNORD72",0.780096585279432,5.22984457997185,9.02651547406745,0.00649851972343258,0.0261387112559066
"13863","ENSG00000255400.1",1.63135734289798,-1.20209605467332,9.02459739038199,0.00650333981853906,0.0261472518355208
"5873","ENSG00000204791.4",0.94475338277507,1.20897733313192,9.01940158654501,0.0065164165730826,0.0261884505801614
"24843","LRRC45",0.588050804721075,3.89205945781085,9.01689897864883,0.00652272546827547,0.026206483953931
"11762","ENSG00000248464.1",-1.28301893628462,-0.738610844388023,9.01653235568511,0.00652365026448875,0.026206483953931
"17576","ENSG00000267254.1",-0.884757243246787,-0.0603696079987312,9.01506822025772,0.00652734494853254,0.0262145702555569
"6586","ENSG00000224984.1",-1.3544506548102,-1.545172679485,9.00707892248558,0.00654754633185708,0.0262840405360245
"19524","FAM210B",0.615250112155966,5.13603757218289,9.00691030424615,0.00654797343533147,0.0262840405360245
"7901","ENSG00000229127.1",-0.742844406317868,1.81573600286154,8.9981516867293,0.00657020101355385,0.026364323558625
"15046","ENSG00000259182.1",1.06300125098563,-1.92598542667837,8.99737849818264,0.0065721672045625,0.0263677442074254
"19956","FILIP1",-1.52703302078872,3.56728324482845,8.99523279193182,0.00657762706208616,0.0263851780235327
"19235","ETV7",0.945917142386396,2.01547907349767,8.99315302349085,0.00658292391581298,0.0263974803026545
"3656","CMAHP",-0.908081211284853,4.00148614197436,8.98384419169524,0.00660668985909083,0.0264703642602768
"6214","ENSG00000223806.3",1.7674037366324,-0.371334015112834,8.97572860424789,0.00662748667298406,0.0265447042772623
"32739","SLCO2A1",-0.655778269336657,3.94001062622647,8.97491582694213,0.00662957345454245,0.0265485709635136
"19824","FCER1G",1.04076277034061,2.9889291765792,8.97295769993361,0.00663460386640049,0.0265642223130444
"767","ANKRD44",-0.979720210441351,5.03635273038549,8.97073511702841,0.00664031876895202,0.0265795673035654
"33900","STON1",-1.30435095158639,4.49824281801808,8.96966764924515,0.00664306546827585,0.0265826924738167
"20899","GPR112",-1.85167129021855,-0.751907004589237,8.96915374246956,0.00664438824800439,0.0265826924738167
"21525","HIST2H2AC",0.706709368426193,6.72345359206351,8.96898175403538,0.00664483100570421,0.0265826924738167
"1621","BHLHE41",-0.777904492477119,3.86425014484918,8.96409919977019,0.00665741398406788,0.0266240331204066
"7884","ENSG00000229047.1",-0.607860305202544,2.72730185086511,8.96321810803518,0.00665968747241951,0.0266286270747394
"29103","PCDHB9",1.22130261628538,0.862850413798271,8.96135656452964,0.00666449364720995,0.0266433446635757
"22894","KLKB1",-1.20656611506745,-0.380577675952563,8.96026661790957,0.00666730947287334,0.0266501015988986
"34042","SYCP3",-0.793166743300843,0.783745202855051,8.95929132503767,0.00666983020930734,0.0266556769421592
"34485","TGFA",-0.74523310392667,4.16511454535381,8.9556842940753,0.00667916206510428,0.0266839625196328
"26104","MIR3940",0.698156755757513,0.700200935068916,8.9466172452992,0.00670268340417289,0.0267688983795198
"1958","C15orf48",-1.1797853356158,6.55932859848097,8.94004213000517,0.00671979747188808,0.0268262472288106
"28843","OVOL3",0.680104414500774,-0.956834426460439,8.93979473868477,0.0067204423363918,0.0268262472288106
"7669","ENSG00000228393.3",-0.649777089706254,1.29044217055183,8.93838330784851,0.00672412276043196,0.0268364137480153
"25806","MIR215",-1.38458679479536,-1.65939305992947,8.93677689771693,0.0067283143167526,0.0268486164586411
"28260","NXPE1",-1.7370810964075,5.84428357766334,8.93609841138085,0.00673008553648242,0.0268511585905327
"27280","MTMR12",0.60641078549392,5.12023142449654,8.93404859157405,0.00673543981245295,0.0268679928491699
"23387","LINC00176",1.13760190403705,1.46930413934407,8.93258197141236,0.00673927361500028,0.026878757216161
"991","ARHGAP11B",0.973830062523175,1.34065049576541,8.93181121306312,0.00674128937309974,0.0268802324316885
"33657","SPTLC3",-0.830458513263095,2.9218744541594,8.93157232771761,0.00674191426312002,0.0268802324316885
"14447","ENSG00000257698.1",-0.952269773167654,0.190320470670561,8.92872254693196,0.00674937381694476,0.02689947141726
"30851","RASSF6",-0.77306171591796,4.97039969349713,8.9284268908116,0.00675014824455931,0.02689947141726
"1944","C14orf64",-1.16193310506255,-1.00898281929823,8.9256732351769,0.00675736575261385,0.0269237014798271
"2076","C1QBP",0.655280840248484,6.14954677981194,8.92468280161184,0.00675996382530772,0.0269295210439442
"14233","ENSG00000256928.1",0.890172748041954,1.85167071310238,8.92107958512207,0.00676942497136027,0.0269626743265401
"22578","KCNV2",0.974066509737621,0.128503903007072,8.91651088371176,0.00678144226358358,0.0269968893381689
"30944","RBPMS",-0.866369635881896,4.06194890201943,8.91621011760612,0.00678223421009154,0.0269968893381689
"14869","ENSG00000258824.2",0.662204261555146,1.30773763306892,8.91582297074751,0.00678325375584726,0.0269968893381689
"12112","ENSG00000249604.1",-1.21483287437482,-0.452467596379618,8.91564717168451,0.00678371677604084,0.0269968893381689
"9830","ENSG00000235033.3",-0.874675613590282,1.60883865316768,8.91430092553961,0.00678726368074671,0.0270043787634075
"9412","ENSG00000233760.1",-1.45829954226662,-1.79694492226634,8.91406709324928,0.00678787995864997,0.0270043787634075
"14075","ENSG00000256196.1",1.49514163197752,-1.63757610744933,8.91257898766278,0.00679180339082184,0.0270154477953137
"7023","ENSG00000226383.1",0.912139456124347,2.12822035366291,8.90936000191897,0.00680029890481801,0.0270401539421509
"11240","ENSG00000242767.1",-0.88896969912113,-0.667695998108321,8.9083073465055,0.00680307960700469,0.0270466682948507
"33906","STPG2",-1.04929124815424,-1.64708844972702,8.90632768853713,0.00680831248662922,0.0270582741731176
"22846","KLHL14",-2.44030750891591,0.988475129505526,8.90484341844234,0.00681223880979563,0.0270638413811406
"21671","HOXA10",1.00535155102892,5.05192335822005,8.89672714384944,0.00683375295570131,0.0271412684492918
"6624","ENSG00000225111.1",-0.990130277670244,-1.81706962774267,8.89331938233887,0.00684280840028587,0.0271726750883542
"29185","PDCD4-AS1",-0.869719696315922,0.164136436228671,8.89243138608831,0.00684517024788881,0.0271755165666238
"19436","FAM162A",-0.737759476658483,4.95112412879362,8.89023528730032,0.00685101518665004,0.0271896113503997
"21591","HMGB2",0.743029401638219,6.02497636199393,8.88804262532125,0.00685685647578133,0.0272034153198078
"36022","USP51",-0.951093158703929,1.12094598100897,8.8878222632808,0.00685744382803011,0.0272034153198078
"5165","DYNC2H1",-0.77254827383147,4.01060844101569,8.88544521274095,0.00686378314303041,0.0272229998130873
"27047","MPPED2",-1.49780114741833,0.135748746451171,8.88308908552686,0.00687007304327632,0.027232973274054
"31099","RGS6",-0.981766779301232,0.568100886818548,8.88284161647933,0.00687073405406628,0.027232973274054
"25379","MEGF10",-1.20903338242791,0.536119109344236,8.88244391012922,0.00687179650851947,0.027232973274054
"36422","XCL2",-1.24553374348989,-1.22657003083712,8.88126765428207,0.0068749398842828,0.0272408705875138
"5242","EDN1",0.901667052218879,3.84147448627204,8.8738043204273,0.00689492160724473,0.0273063347359517
"5730","ENSG00000189238.4",-1.58881954437982,0.0488577202646479,8.87041766367759,0.00690400990824346,0.0273377545706078
"29600","PLA2G2F",1.68601684228629,-1.11176019382259,8.86832465363877,0.00690963324124243,0.0273512912632724
"7609","ENSG00000228222.1",-1.93556174014776,1.00295934140407,8.86785551645738,0.00691089437537045,0.0273512912632724
"27324","MUC16",1.80334625470291,1.77194227511458,8.86699329539617,0.00691321286000667,0.0273534608106789
"23977","LOC100505666",0.834369293343774,2.1383856007088,8.86619140806576,0.00691536987992178,0.0273534608106789
"21133","GTDC2",0.626675020285143,3.07377252919613,8.86614529965261,0.00691549393086467,0.0273534608106789
"31386","RP9",0.654660699261118,2.56833585794784,8.86593340373401,0.00691606405122381,0.0273534608106789
"9592","ENSG00000234290.2",-0.912986372365847,3.05955585343541,8.86515945490376,0.0069181468540636,0.0273571282395115
"295","ADAMTS19",-1.41590022560692,-0.655654369199668,8.8602499067704,0.0069313752649342,0.0274005763662923
"10073","ENSG00000235790.2",1.4257056573613,0.135070404246452,8.85671070573673,0.00694092870003553,0.027418104069936
"25529","MICALCL",-0.67575472136267,2.31547735435115,8.85643507790067,0.00694167331764292,0.027418104069936
"30734","RAD21",0.765918954904787,6.923877006248,8.85382406364624,0.0069487314346498,0.0274235331266523
"20769","GNG12-AS1",-0.663629309988129,1.31142098384299,8.85303240472912,0.00695087301922327,0.0274235331266523
"10524","ENSG00000237188.2",-0.630037002827328,2.31433327472053,8.85067676642701,0.00695724977038803,0.0274322637574351
"11596","ENSG00000247324.2",-1.19596796212257,-0.607067518329221,8.85050519975468,0.0069577144564406,0.0274322637574351
"1873","C11orf63",-1.03536626954864,1.22031633766714,8.85039831686065,0.00695800396466306,0.0274322637574351
"19294","F10",-1.02961291138078,1.42533530922907,8.84341086719312,0.00697695940007667,0.0274932612844233
"27847","NIPSNAP1",0.744149372805992,5.2249212499205,8.84160068580377,0.00698187932326856,0.0275080700579769
"9287","ENSG00000233376.1",0.980818493804873,-0.228650943658029,8.84088032952349,0.00698383825741522,0.0275103273347508
"5246","EDNRB",-0.613981885075963,4.70439027327624,8.83952406004303,0.00698752813862503,0.0275165882704503
"9501","ENSG00000234028.3",-0.596976603582565,0.768432008966568,8.835535194009,0.00699839277086856,0.0275547894312844
"15365","ENSG00000259773.1",-0.740160963450145,2.1446427999134,8.82902484256186,0.00701616536000701,0.0276201720815042
"17855","ENSG00000267735.1",0.627870958949089,1.95264243238166,8.82600310598316,0.00702443131815507,0.0276481149554981
"21529","HIST2H2BF",0.994767692414219,6.5256382665942,8.82357545989954,0.00703107993194457,0.0276696837414873
"24127","LOC100508120",-0.736711863543577,1.79824941388164,8.82253541504085,0.00703393043696173,0.0276763009963551
"16195","ENSG00000261250.1",-1.52401739080523,-0.726916213803782,8.8197261881774,0.007041636211227,0.0277020168329676
"31111","RHBDF2",0.717249630879428,3.94400782404144,8.81739023710794,0.0070480508773242,0.0277174685102813
"19204","ESPNL",-1.53412056309184,0.220966969483084,8.80962346423037,0.00706942535179909,0.0277928670215615
"3367","CHAT",-1.52283608035543,-1.50474821986682,8.80481877558498,0.00708268388016903,0.0278403687303672
"621","ALS2CR11",-0.935631697593218,-0.339919765241883,8.80376517335064,0.00708559496260695,0.027847188037802
"17228","ENSG00000266114.1",-1.14263385073008,-1.8016175608593,8.80168508401942,0.00709134608871595,0.0278631993370771
"17893","ENSG00000267804.1",-0.818495351676303,1.46490856715567,8.80144045991336,0.00709202277529996,0.0278631993370771
"18281","ENSG00000269927.1",1.31829480700552,-1.67624219350824,8.79411479112495,0.00711232033851396,0.0279244086259234
"20326","FZD9",1.4144660057107,-0.499324394402728,8.79331851482755,0.00711453047989186,0.0279251826472404
"35461","TSPAN32",-1.03337129586536,0.164403613961473,8.79280701972613,0.00711595058373936,0.0279251826472404
"36071","VAT1L",-0.631172376903253,2.35896772771083,8.79276903833883,0.00711605604691875,0.0279251826472404
"2422","C9orf131",-0.900021184673249,1.65490997347875,8.79220128298726,0.00711763274286299,0.0279267409988865
"34784","TMEM171",-1.19443163514713,3.77564361556638,8.79145468572803,0.00711970668238577,0.0279302494955233
"20897","GPR110",1.81084680659904,0.975657240130036,8.78988909780005,0.00712405782705693,0.0279426887103335
"21845","HTATSF1P2",1.08233301776773,2.28819462250939,8.7879486134896,0.00712945497460241,0.0279592258611417
"31985","SEMA3C",-0.78345657390241,6.10603754753893,8.78501746054035,0.00713761607221608,0.0279822666840948
"33561","SPEG",-1.86876617721337,4.08592343122534,8.78370821709721,0.00714126468147487,0.0279916293599201
"18740","ENSG00000271917.1",-1.00345977683562,-1.07371539242255,8.78303878876444,0.00714313104500825,0.0279943101292121
"29045","PCBD1",0.660678518375417,4.65214511723622,8.78251632483256,0.00714458804661829,0.0279953859655227
"21952","IFITM2",1.06032002429793,3.98389268518744,8.77997182376269,0.00715168862088824,0.0280185715868822
"30753","RADIL",-1.17202479151176,-0.0252386664067761,8.77800528430803,0.00715718169932892,0.0280262706319916
"27159","MRPS31P5",0.857769670511734,3.11780691864738,8.77470464286553,0.0071664117622216,0.0280576812420368
"2083","C1QTNF2",-1.00387524371367,0.786291870158327,8.77308193888007,0.00717095438413827,0.0280662998859367
"21474","HIST1H2AC",0.624409166276189,7.23257809218588,8.77307133600045,0.00717098407645326,0.0280662998859367
"34717","TMEM108",-1.02011933842452,-0.494521678496682,8.77134716693109,0.00717581424789062,0.0280805623667455
"28099","NRIP3",1.48362876931608,1.43499287640271,8.77038357920798,0.00717851525457397,0.028086489613624
"21866","HTRA1",0.957277677436559,5.30982129740093,8.76991989626252,0.00717981539179809,0.0280869347985492
"19850","FCRLA",-2.6892904273124,2.36028715768831,8.76812681782819,0.00718484551631176,0.0281019688747201
"5193","E2F8",0.858845805178084,2.87749210425084,8.7673603814221,0.0071869967881872,0.0281057398348748
"32601","SLC38A3",1.75776835990842,-1.00897844380505,8.76648628700731,0.00718945110818385,0.0281106944651119
"20547","GDPD3",-0.862286117258266,2.99952219864807,8.75548471969432,0.00722042104969157,0.0282271248929075
"35661","TXLNG",0.773758987898911,4.60606202894546,8.75388034182948,0.00722494974719222,0.028235989835338
"9395","ENSG00000233705.2",-0.890339088242879,-1.83408373188322,8.75320768192042,0.00722684940595804,0.0282382669889514
"37065","ZNF579",0.667144863981893,2.45865060654826,8.74750778001334,0.00724296865694913,0.0282965813454242
"905","APOBEC2",-0.746972180526915,0.601751692955014,8.74325672571044,0.00725501643479871,0.0283296246237604
"29332","PFKFB1",-1.08257354281382,-1.41098363668456,8.74240150860619,0.00725744285151512,0.0283344260405047
"8432","ENSG00000230747.1",-0.872812199566569,-0.657211034549797,8.7415315961961,0.00725991188114835,0.0283393922153647
"36514","YWHAZ",0.787575411462938,9.06838099209553,8.74043138363474,0.00726303588903567,0.0283464339996085
"5126","DUSP19",-0.796712334726574,1.91756819859167,8.74005306317979,0.00726411045725976,0.0283464339996085
"5324","EHHADH",-0.759202113108686,4.46739428723082,8.73325508697535,0.00728344914561526,0.0284125322989687
"18416","ENSG00000270117.1",-0.618244209170741,1.44721538880492,8.73087753672796,0.00729022614759008,0.0284339614258958
"18147","ENSG00000269318.1",-0.667414361455424,2.18339193293235,8.72989410579791,0.00729303136847693,0.0284339614258958
"34583","TIMD4",-1.89107285912768,-0.489030142255657,8.72785454379753,0.00729885298702582,0.0284491841402431
"36707","ZG16",-2.54548733349874,7.81220670634695,8.72606560459524,0.00730396346632109,0.0284644172946752
"21943","IFI6",1.24583604233118,5.20559979414692,8.72546681650226,0.00730567491250967,0.0284664011773645
"136","ACADM",-0.669090265758228,4.59890961102524,8.72384742167342,0.00731030565895581,0.0284797575244
"30078","PPT2",-0.690389226230851,2.48482156959109,8.72167663103137,0.00731651823752114,0.0284945828710829
"15454","ENSG00000259932.1",-1.1724278278458,-0.541409067327762,8.71753508736128,0.00732838708893376,0.0285267287620038
"21532","HIST2H3D",1.18442998334834,5.15035705836633,8.71543368169654,0.0073344174360969,0.0285455092552349
"16814","ENSG00000263551.1",1.32916680199715,-1.34234069844633,8.71180032400646,0.00734485691898185,0.0285720485634071
"24795","LRR1",0.667238158766908,3.3808396538586,8.71082314077306,0.00734766739369447,0.0285782857804693
"5185","DZIP3",-0.588997476202683,3.6853557538486,8.70846737769509,0.00735444768361322,0.0285999587564952
"31324","RNLS",-0.796567423140457,2.13826226128665,8.70724776461965,0.0073579606537693,0.0286042230669931
"21795","HSF1",0.691071760720762,4.95365058416333,8.70606027503437,0.00736138287636363,0.0286081319103593
"15654","ENSG00000260304.1",0.594589317421543,3.01144758747178,8.7043415803841,0.00736633909113909,0.0286226945647001
"28957","PAPD7",0.59046014291414,4.56138341097397,8.70345056063769,0.00736890998310346,0.0286279855349482
"6755","ENSG00000225527.1",-1.01190214227324,-1.8086898384908,8.70105266881087,0.00737583363188758,0.0286501823191039
"18782","ENSG00000271997.1",-0.80386672690663,0.873765328362938,8.69998593076184,0.007378916029539,0.0286539601062179
"21026","GRB10",0.876296932917454,4.52344170431983,8.69876631696446,0.00738244191332671,0.0286570441544532
"35421","TSC22D3",-1.29849785854542,6.44317867815603,8.69551735462331,0.00739184369570901,0.0286794328901853
"258","ADAL",-0.627049942944297,1.71703660074412,8.69418560078484,0.00739570131919919,0.02868969830117
"20771","GNG2",-0.864331423978147,4.30090188508557,8.69246271224286,0.00740069522217193,0.0287023391198596
"22478","KCNA3",-1.27726986695327,3.94121793046426,8.69222498000379,0.00740138459669452,0.0287023391198596
"23329","LILRB2",1.13664030169627,2.65158191343375,8.69126831669379,0.00740415944030999,0.028703900521451
"31064","RGAG4",-1.01319204693226,1.65746841244369,8.69065863239253,0.00740592845567643,0.028703900521451
"20139","FOLR1",1.74223397013229,-0.257363063819778,8.69020267777671,0.00740725172534362,0.028703900521451
"1112","ARMCX1",-0.892467604897297,3.15067606728305,8.69000245471757,0.00740783289442489,0.028703900521451
"13313","ENSG00000254141.1",-1.21305561593262,-1.7145374688289,8.68999680283305,0.0074078493003618,0.028703900521451
"22954","KRT18",0.958996517903731,9.03884459412391,8.6850251642767,0.00742229621814957,0.028746786001918
"36137","VPREB3",-2.73718441025804,1.49726256749229,8.68493456310667,0.00742255978161457,0.028746786001918
"3794","COL4A5",-1.19599587962667,3.39299969874524,8.68349832775826,0.00742673924525218,0.0287558576595211
"31546","RPS6KL1",0.618161684367351,2.92310828131111,8.68040233426681,0.00743575747065518,0.028774363863642
"23573","LINC00639",-0.886881616188358,-0.259263549696329,8.67622872045778,0.00744793381291436,0.0288167728420898
"22004","IGF1",-1.18697020749558,3.77844678841105,8.67351903449228,0.00745585099801323,0.0288379794768769
"8415","ENSG00000230709.1",-1.58381354624661,-0.95834900744284,8.67102180067592,0.00746315567051623,0.0288615175595347
"32853","SMIM5",-0.713070015069317,2.61026329261424,8.66879711047878,0.00746966978253514,0.0288772750002481
"17665","ENSG00000267402.1",-1.09119076773549,-1.5093606670194,8.66834044037907,0.00747100773434061,0.0288777319364104
"19980","FKBP9L",1.74794051510813,0.69958819499622,8.66136733545715,0.00749147044912614,0.0289426506010218
"27794","NFKB2",0.627610656515744,4.80888774483276,8.66025340625331,0.00749474502760539,0.0289505773419086
"27290","MTNR1A",-1.41582563050187,0.726360678082953,8.65828520907289,0.00750053473309406,0.0289682153027736
"18695","ENSG00000271821.1",-0.944556837000303,-0.878245626848314,8.65648663951873,0.00750582977743248,0.0289781143792418
"911","APOBEC3F",-0.76799750217493,2.00553572367231,8.65616748144189,0.00750676981997422,0.0289781143792418
"21669","HOXA-AS4",0.955217248586419,3.91059597861578,8.65292087279741,0.00751633971717814,0.0290055978490941
"20801","GOLGA2P5",-0.717432296325607,3.36376328034882,8.65169097168975,0.0075199685659939,0.0290148721968555
"3814","COLEC12",-1.16560773850607,3.75712186583297,8.64580574950112,0.0075373598448046,0.0290653458433785
"37266","ZNF835",-1.29246976560009,0.466458293256452,8.6451877873566,0.0075391885459002,0.0290653458433785
"18438","ENSG00000270155.1",-0.764392820206434,0.0207980250553212,8.64212281983275,0.00754826578093396,0.0290798759526087
"17457","ENSG00000267064.1",0.693477351552379,0.55626985472753,8.64189943969889,0.00754892781737896,0.0290798759526087
"23857","LOC100133957",0.693477351552379,0.55626985472753,8.64189943969889,0.00754892781737896,0.0290798759526087
"35660","TXLNB",-1.36823471134868,1.66693002876437,8.64184170125684,0.00754909894845758,0.0290798759526087
"19721","FARSB",0.59087817720262,4.4553218262797,8.63715963013452,0.00756299042250949,0.0291232402499433
"4343","CYP2B6",1.68938107045745,2.21286353811865,8.63680402318703,0.00756404664400851,0.0291232402499433
"21488","HIST1H2BD",0.769450286824081,7.46066887777079,8.63514055274101,0.00756898963781252,0.0291375332805222
"30151","PREX2",-0.814048286252369,3.17489212394135,8.63075211500752,0.00758204699036242,0.0291830535680101
"4207","CTSW",-1.20703625534094,1.34884987951921,8.62987782188191,0.00758465133255971,0.0291845741417421
"22312","ISLR",0.909241411422537,4.89693179750856,8.62955110732045,0.00758562480271587,0.0291845741417421
"8633","ENSG00000231367.1",-1.67310596605913,-1.52246615360545,8.62886362164349,0.00758767366786562,0.0291857309645359
"4802","DKK2",1.77691648923103,1.5479100966084,8.62158854527742,0.00760939256984367,0.0292597643480671
"34638","TLR10",-2.34108673467689,2.80433885960744,8.62082573892096,0.00761167381540857,0.0292613428725581
"23400","LINC00235",0.751854281721922,0.324659318854007,8.61870110904374,0.00761803170855893,0.0292704736215213
"34412","TENM4",0.920867757132614,2.57627559883081,8.61859166161231,0.00761835938567325,0.0292704736215213
"4695","DGCR6",1.19002012332643,0.918323442032838,8.61742305381582,0.00762185907756796,0.029274418179984
"28003","NPC1L1",2.44775860141368,0.761932321369552,8.61473463186632,0.00762991698241129,0.0293006138781164
"32017","SEPP1",-1.05255408822995,8.63951446207667,8.6089926894904,0.00764715862209225,0.0293573018287715
"4856","DMRTA1",-1.66728548396488,0.396251112413802,8.60803068130681,0.00765005150350482,0.0293636461325351
"24123","LOC100507602",-0.734252215080935,1.51727001781159,8.60748936050366,0.00765167985580284,0.0293651354492028
"15867","ENSG00000260693.1",-1.2176133306908,-1.35754531854608,8.60435224560642,0.00766112418418038,0.0293899792296564
"29368","PGLYRP1",0.913520859736527,-1.0947850149499,8.60410217336843,0.00766187758417905,0.0293899792296564
"30655","RAB20",1.05689497382235,5.03564489479199,8.60108146017407,0.0076709846446487,0.0294201460330565
"15780","ENSG00000260545.1",0.633743305824243,0.746637950528058,8.59294176510394,0.00769558436073159,0.0295049327514689
"21595","HMGCL",-0.620782780088067,4.61210544982162,8.58632368530969,0.0077156497092333,0.0295579299136082
"12884","ENSG00000253187.2",0.932961492460014,3.9994421738478,8.58558982068174,0.00771787827031566,0.0295616838779685
"30279","PRR16",0.972605772469509,1.43718727251052,8.5836171189483,0.00772387239207039,0.0295750734080975
"1965","C15orf60",-0.964175784385,-1.33779915657829,8.58135406132349,0.00773075510556845,0.0295966408674536
"26805","MIR675",2.21986050119131,0.240594112049266,8.58029920079373,0.00773396560361777,0.029599939668936
"19260","EXOC3L2",0.799215169873546,0.317920901929315,8.58024937444992,0.00773411728794248,0.029599939668936
"1937","C14orf182",-1.06349158098108,0.536442877319223,8.57514684064547,0.00774966814229672,0.0296450788930158
"26014","MIR3658",0.790635500819978,-1.22005794023798,8.57103031615051,0.00776223914175639,0.0296755215237163
"32688","SLC6A20",2.83069751005907,3.7091018030195,8.56679019367007,0.0077752111428986,0.029718780078806
"2975","CD1A",1.03051862062106,-1.40916535329622,8.56361058708455,0.00778495437418637,0.0297507897877733
"18900","ENSG00000272234.1",-1.11538310874435,3.7073775266795,8.56323734260003,0.00778609898733022,0.0297507897877733
"3369","CHCHD10",-0.758467874200796,4.36780352986432,8.56138730580372,0.00779177516291494,0.0297676741942894
"2585","CAP2",-1.29754160979321,2.32762881285807,8.55990478195279,0.00779632705654023,0.0297802586420765
"29568","PKD2L2",-0.671592801299714,2.09938599415794,8.55558806903355,0.00780959769425975,0.0298213266792903
"27771","NEUROG3",3.09098561294354,0.935139771552942,8.55308107228726,0.00781731627448225,0.0298459865825459
"13594","ENSG00000254777.1",-1.05894665374985,-0.0802832121630021,8.54862835179961,0.00783104616791084,0.0298887664074301
"32898","SNAP91",-1.84600736913738,-0.687067575496815,8.5403610752618,0.00785660890152572,0.0299670075307913
"23261","LEPREL2",0.903706221005195,2.99944991140349,8.53740282523848,0.00786577831050029,0.0299923178452399
"8082","ENSG00000229666.1",-0.869852507687477,-1.17455030239303,8.53634470584812,0.0078690609341765,0.0300000028368162
"35865","ULBP1",1.65572481840868,-1.39450780693532,8.53321343359571,0.00787878401013597,0.0300274004249789
"11723","ENSG00000248341.2",-0.747507675055419,0.289035345314167,8.53100392678463,0.00788565285268946,0.0300451668859965
